https://api-na-adrv2.padsv.gungho.jp/api.php?action=clear_dungeon;pid;sid;hash;tmd;nxc;;dung;floor;v;c;r;m;key;e_key;e_chksum;ss;;;s;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;sm;cm
336;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7dba03c2;2c30abd7;10;1;2;215;1300;0;6F839288;30;13;207f73c7;11:00:23;0:00:05;349706;be75e594;4252f1f0;21c0324f;a8e7bc4b;86f2c75b;2137105d;6b51c80c;74e7ad66;58952da0;102e06a1;1957e271;7a224332;c838aefc;5bbd434;a5d13430;87ab9432;615e44f2;e39893df;402996d3;da44a4a0;0
337;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;76895c35;53c59867;10;1;2;215;1300;0;4B039044;75;7F;207f73d4;11:00:36;0:00:13;349706;1587c7da;c8b4084c;18f0f49f;8a9c0e0f;56a4ebca;be2f3b34;9937bcf7;aa828651;66f62d35;82f77cd;61e93f46;f7a8afe5;ab8c01bb;15ed4f1;c8472f98;fb97a589;3eb34538;d7b49ad;ee8b513f;da44a4b5;0
338;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c3917a42;24a7193c;10;1;2;215;1300;0;9FA59C00;36;D8;207f73d9;11:00:41;0:00:05;349706;5e669507;4b29ae6f;b31717cd;92a71fb0;a6879758;84662434;5c1969ec;840c6398;58ccca96;ca076d71;e0490084;c579a0e8;16acfa2b;b0ec104e;7312b7ac;c5b65d6f;cee7f68e;4555d977;1dec367b;da44a4b2;0
339;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;947c2d18;81d2c749;10;1;2;215;1300;0;DB149ACC;39;02;207f73de;11:00:46;0:00:05;349706;a7466270;cd9e548f;4d3d3b03;9ab1ef5a;f6693cef;4a9e0d34;1efb16e5;5d9740de;4aa367f6;8bdf4094;5ea8c1c1;934aa193;81ccf298;607a4bab;1ddd3fc1;8fd61556;5f1ba7e4;7d36a93e;4d4d1bb8;da44a4cf;0
340;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5941b65c;c56b1495;10;1;2;215;1300;0;57B07C33;AB;93;207f73e3;11:00:51;0:00:05;349706;f0252f5d;5012faae;e7645eb0;a2bcf80f;464be87d;10d6f634;e1ddc3da;37211e25;3c790557;4db7a638;dd0882ff;611ba282;ececeb08;10078707;c8a8c7d5;59f5cd3c;ef4f593a;b51738f9;7cae00f5;da44a4c4;0
341;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;1a273fa0;0af372a1;10;1;2;215;1300;0;224395EE;DA;55;207f73e8;11:00:56;0:00:05;349706;3905fc8e;d287a0ce;818a81e6;aac6c9b0;962e95f3;d70edf34;a4c070d2;10abfb6b;2e4fa2b8;f8f9da3;5b68443d;2eeca389;580ce378;bf95c264;73734fe9;24158523;7f830a90;edf08840;ac0fe632;da44a4c1;0
342;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c7cff924;429ffc7c;10;1;2;215;1300;0;F42BC411;7C;10;207f73ed;11:01:01;0:00:05;349706;81e4c9fb;54fc46e9;1bb0a514;b2d1d95a;e6104181;9d46c834;67a21dcb;ea35d8b2;20254018;d166f3c7;d9c7057b;fcbda4ec;c32cdbe8;6f23fdc0;1e3ed7fe;ee343d09;fb7bbe7;25d1180b;db70cb6f;da44a4de;0
343;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c47b242e;e242b74c;10;1;2;215;1300;0;6DFCCE77;CF;C2;207f73f2;11:01:06;0:00:05;349706;cac49724;d770ed09;b5d7c84a;badcaa0f;35f2ed17;637eb134;2a84cac0;c3c0b5f8;11fcdd79;933ee96a;5827c6b9;ca8ea5ef;2e4cd458;1eb0391d;c9096012;b854f4ef;9fec6d3d;5db2efd5;ad1b0ac;da44a4db;0
344;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;42fe0ce8;8ec0ef24;10;1;2;215;1300;0;45E39033;9E;D5;207f73f7;11:01:11;0:00:05;349706;13a36411;59e59328;4ffdebff;c2e6bbb0;85d59aa5;29b69a34;ed6677b9;9d4a933f;3d27ad9;5516cc8e;d68687f7;985fa6ee;996cccc8;ce3e747a;73d4e826;8273acd6;30201e93;95937f9c;3a3195e9;da44a4d0;0
345;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2da13e28;82e31ad2;10;1;2;215;1300;0;FB949500;13;A1;207f7401;11:01:21;0:00:10;349706;a562feaf;5ecedf6b;844a3263;d2fb940f;2599f3ce;b6266c34;732bd1a6;505f4dcc;e77fb59b;d8c61855;d3460a73;340198c0;6fadbda8;2d5aeb33;c96af84f;16b21ca3;5088813f;44e5f2e;98f36063;da44a4ea;0
346;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a229d469;964d922a;10;1;2;215;1300;0;27DEDEDD;D8;33;207f7406;11:01:26;0:00:05;349706;ee42cb98;e143858b;1e705591;db0665b0;757b9f5c;7c5e5534;360d7e9f;29e92b12;d95552fb;9a9e7ff9;51a5cbb1;1d299cb;dacdb619;dce7268f;74358063;e0d2d489;e0bc3295;3c2f2ee8;c85445a0;da44a4e7;0
347;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;68190799;99709186;10;1;2;215;1300;0;55C18233;DF;33;207f740b;11:01:31;0:00:05;349706;372198c5;63b82baa;b89778c6;e311755a;c55e44d2;42963e34;f8ef2b94;3730859;cb2bf05c;5c76551c;d0058cef;cfa49aea;45edae89;8c7561ec;1f000878;aaf18c6f;70f1e3eb;7408beb3;f7b52add;da44a4fc;0
348;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;90afd4e1;1e4dfa09;10;1;2;215;1300;0;358FE022;EB;DC;207f7410;11:01:36;0:00:05;349706;80016636;e62cd1ca;52bd9c74;eb1b460f;1540f060;8ce2735;bbd2d88d;dcfde5a0;bd028dbd;1e514880;4e644e2d;9d759be1;b10da6f9;3c039d49;c9cb908c;75114456;1259541;ace90e7a;2716101a;da44a4f9;0
349;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;58d68b52;25b86d85;10;1;2;215;1300;0;CF3ABE22;8C;0D;207f7415;11:01:41;0:00:05;349706;c8e13363;68a177f5;ece4bfaa;f32657b1;65229df6;cf061035;7eb48585;b688c2e6;aed82b1d;e029ae2b;ccc40f6a;6b469cf4;1c2d9f69;eb90d8a5;749618a0;3f31fc3c;91594697;e4ca9dc5;5676f556;da44a4f6;0
350;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a229d469;964d922a;10;1;2;215;1300;0;18507B00;79;D5;207f741a;11:01:46;0:00:05;349706;11c0004c;eb161e15;870ae2df;fb31275a;b5054984;953ef935;4196327a;9012a02d;a0aec87e;a201844f;4b24d0a8;39179df7;874d97d9;9b1e1402;1f61a0b4;950b423;218df7ed;1ca46d8c;85d7da93;da44a4f3;0
351;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7dba03c2;2c30abd7;10;1;2;215;1300;0;F4307D77;68;C3;207f741f;11:01:51;0:00:05;349706;5aa0cdb9;6d8bc434;2130060d;33b300f;4e7f51b;5b76e235;478df73;699c7d73;928565de;63d9fbf2;c98391e6;6e89106;f26d9049;4aac4f5e;ca2c28c9;d3706c09;b1c1a943;5485fd56;b538bfd0;da44ab08;0
352;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f5b76ef9;9fe67b5f;10;1;2;215;1300;0;58F49ABB;EF;61;207f7424;11:01:56;0:00:05;349706;a37f9aea;efff6a54;bb572943;b4601b1;54c9a2a9;21aecb35;c75a8c68;43275aba;845b033f;25b1d116;47e35324;d4b99ff5;5d8d88b9;fa398abb;74f7b0dd;9d8f23ef;41f55a99;8b664d11;e499a50d;da44ab05;0
353;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;d81c2057;7502c18d;10;1;2;215;1300;0;BB7ABF44;FA;FD;207f7429;11:02:01;0:00:05;349706;ec5f67d7;72741077;557d4cf1;1350115a;a4ab4e3f;e7e6b435;8a3d3961;1cb13800;7631a0a0;e78934b9;c6421462;a28a9ef9;c8ae8116;a9c7c617;1fc238f1;67afdbd6;d22a0bef;c347dcd8;13fa8a4a;da44ab02;0
354;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;301fbd0a;a0dbf103;10;1;2;215;1300;0;828FE3AA;4F;ED;207f742e;11:02:06;0:00:05;349706;353e3500;f4e9b697;efa47026;1b5be20f;f48efbcd;ae1e9d35;4d1fe659;f63b1547;68083e00;a9612add;44a2d5a0;705b9de2;33ce7986;59550174;ca8cc106;31ce93bc;625ebd45;fb20aca3;435b6f87;da44ab1f;0
355;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c47b242e;e242b74c;10;1;2;215;1300;0;DF89BCDD;3E;3E;207f7433;11:02:11;0:00:05;349706;7e1e026d;775d5cb6;89ca9354;2366f3b1;4470a743;74568635;1001934e;cfc5f28d;59dedb61;6b380040;c30296de;3e2c9cf3;9eee71f6;8e33cd1;7557491a;fbee4ba3;f2926e9b;33013c6a;72bb54c4;da44ab14;0
356;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ac7ba823;328ab7ca;10;1;2;215;1300;0;F0328A66;75;2E;207f7438;11:02:16;0:00:05;349706;c6fdcf5e;f9d202d6;23f1b68a;2b70c35a;94524cd1;3a8e6f35;d2e34047;a950cfd4;4bb478c2;2d1067e4;4161581c;bfd9bf8;a0e6a66;b870782d;2022d12e;c60d0389;82c61ff1;6be28c34;a21c3a01;da44ab11;0
357;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;aff07e19;91e70ffa;10;1;2;215;1300;0;FB749BFF;78;94;207f743d;11:02:21;0:00:05;349706;fdd9c8b;7c47a8f1;be17da3f;337bcc0f;e435f867;c65835;95c6ed3c;82daad1a;3d8b1622;eee85d0f;bfc1195a;d9ce9afd;752e62d6;67feb38a;caed5943;902dbb6f;12fad147;a3bc13ff;d17d1f3e;da44ab2e;0
358;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;de819dda;add918ed;10;1;2;215;1300;0;89149BCC;63;CE;207f7442;11:02:26;0:00:05;349706;58bc69f4;febb4f11;583dfd6d;3b86ddb1;3417a5fa;c6fe4135;58a89a34;5c648a61;2f61b383;b0c0b0b3;3e20da98;a7a099fe;e04e5b46;178ceee6;75b8e157;5a4c7356;a32e829d;db9de346;de047b;da44ab2b;0
359;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;84770386;68307748;10;1;2;215;1300;0;40107D66;6B;9D;207f7447;11:02:31;0:00:05;349706;a19c3721;8130f530;f26420a3;4390ad5a;83f95188;8d362a35;1b8a472d;35ef67a7;213750e4;729896d6;bc809bd6;757198ff;4b6e53b6;c7192a43;2083696b;246c2b3c;336333f4;127e7301;303fe9b8;da44ab20;0
360;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ba294f74;47f492ab;10;1;2;215;1300;0;EB749BFF;59;0B;207f744c;11:02:36;0:00:05;349706;ea7b0412;3a59b50;8c8a43d1;4b9bbe0c;d3dcfd1e;536e1335;de6cf422;f7944ee;130eee44;34708c7a;3adf5d14;434287fc;b68e4c26;76a765a0;cb4ef180;ee8be323;c397e54a;4a5fc2c8;5fa0cef4;da44ab3d;0
361;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;d0d3f689;986f3d0d;10;1;2;215;1300;0;0A5ABF33;D7;25;207f7451;11:02:41;0:00:05;349706;335bd17f;86194173;26b16706;53a58fb1;23beaaac;19a6fc35;a14fa11b;e9032235;4e48ba5;f648e39d;b93f1e51;111386f0;21ae4497;2635a0fc;76197994;b8ab9b09;53cb96a0;82385292;8f00b431;da44ab3b;0
362;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;40d70f47;74f07d04;10;1;2;215;1300;0;BDD07C44;5F;D7;207f7456;11:02:46;0:00:05;349706;7c3a9ea8;88ee793;c0d78ab4;5bb09f5a;73a05622;dfdee535;64314e10;c28dff7b;f6ba2905;b820d901;379fdf8f;dee485fd;8ccf3d07;d5c2dc59;20e401a8;82cb52ef;e3ff47f6;ba19225d;be61996e;da44ab30;0
363;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;da231df8;8fd132ad;10;1;2;215;1300;0;A52FE5FF;D1;E6;207f745b;11:02:51;0:00:05;349706;c51a6b95;8b038db3;5afdadea;63bb680c;c38203b0;a616ce35;2713fb08;9c18dcc2;e891c666;79fb3ca4;b5fea0cd;acb584fa;f7ef3577;855017b5;cbaf89bc;4cea0ad6;7433f94c;f2fbb224;edc27eab;da44ab4d;0
364;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cae0a1b1;1b1a0eac;10;1;2;215;1300;0;8347AFCC;0F;C0;207f7460;11:02:56;0:00:05;349706;df938c6;d7733d2;f524d11f;6bc579b1;1365af47;6c4eb735;e9f5a801;75a2ba08;da6763c7;3bd312c8;345e620b;7a8683f3;630f2de7;34de5312;767a11d1;170ac2bc;467aaa2;2ad401ef;1d2363e8;da44ab4a;0
365;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;315d10bf;fb01d513;10;1;2;215;1300;0;5FC7AD88;3D;2E;207f7465;11:03:01;0:00:05;349706;56d90633;8fecd9f2;8f4af44d;73d0495a;634754d5;3286a032;acd854f6;4f2c974f;cc3d0127;fdab0873;b2bd2349;485782e4;ce2f2657;e46c8e6f;214599e5;e1297aa3;949c5bf8;62b591a9;4c844925;da44ab47;0
366;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5afd88f3;3f88dfa5;10;1;2;215;1300;0;21DAC4FF;47;1E;207f746a;11:03:06;0:00:05;349706;9fb9d31c;1261801d;29711783;7bdb5a0c;b329006b;f8be8932;6fba01ef;28b77495;be149e88;bf836f97;311de487;162881f9;394f1ec7;93f9c9cb;cc1021f9;ab493289;24d00d4e;9a966170;7be52e62;da44ab5c;0
367;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9b6cd4a5;5a4dc6b9;10;1;2;215;1300;0;A4059D33;43;B2;207f7470;11:03:12;0:00:06;349706;2a5e632c;1553143a;af380ed5;1f1a7bd3;13069d1d;19cd3a06;bffd37e5;2dc3b150;137b282f;a81e24da;c8c39938;d9f05d69;5376e28e;cd0addd4;65d0f878;6aa2759d;9ea84882;10d775f8;1b260e45;da44ab59;0
368;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c816f6c5;5c6f618c;10;1;2;215;1300;0;9C85A2FF;25;20;207f7475;11:03:17;0:00:05;349706;733e3019;97c8ba5a;495f320b;27254484;62e84a93;e0052307;82dfe4da;74d8e97;551c590;69f61a7d;47235a76;a7c15c6c;be96dafe;7c971931;109b808d;34c12d84;2edcf9d8;48b1c543;4a86f382;da44ab56;0
369;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;1a273fa0;0af372a1;10;1;2;215;1300;0;DCBEDDCC;3B;D5;207f747a;11:03:22;0:00:05;349706;bc1dfd4a;1a3d6085;e38555b8;2f30542e;b2caf621;a63d0c07;45c191d3;e0d76bdd;f72862f0;2bce71e1;c5821bb3;75925b6f;29b6d36e;2c25548d;bb6608a1;fee1e56a;bf10ab2e;8092550a;79e7d8bf;da44ab53;0
370;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2814e6f1;1f6e4182;10;1;2;215;1300;0;94D8B000;7F;D7;207f747f;11:03:27;0:00:05;349706;4fdcab7;9cb106a5;7dac78ee;373a25d3;2ada3b7;6c75f507;8a33ec8;ba624924;e8fe0051;eda65704;43e2dcf1;43635a4e;94d6cbde;dbb38fea;663190b5;c9009d51;4f455c84;b77324d5;a948bdfb;da44ab68;0
371;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;88d58268;86285d88;10;1;2;215;1300;0;8527AA33;11;6F;207f7484;11:03:32;0:00:05;349706;4ddd97e0;1f26acc4;17d29c1c;3f453684;528f4f45;32adde07;cb86ebc0;93ec266b;dad49db2;af814aa8;c2419e2f;1134594d;fff6c44e;8b41cb46;10fc18c9;93205537;df790dda;ef4cb49c;d8a9a338;da44ab65;0
372;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c7cff924;429ffc7c;10;1;2;215;1300;0;1A5ABF33;D8;1B;207f7489;11:03:37;0:00:05;349706;96bc64cd;a19b52e4;b1f8bf52;4750062e;a271f4db;f8e5c707;8e6898b9;6d7603b1;ccab3b12;7159a0d3;40a15f6d;df055870;6b16bcbe;3ace06a3;bbc7a0de;5d3f0d1d;6fadbf30;272d0466;80a8875;da44ab62;0
373;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;401461fc;cf164104;10;1;2;215;1300;0;AB2394DD;04;1F;207f748e;11:03:42;0:00:05;349706;df9c323e;240ff907;4c1fe287;4f5a17d3;f253a06e;bf1db007;514a45ae;4701e0f8;be81d873;33318677;bf0020ab;acd7476b;d636b52f;ea5c41ff;669228f2;275fc504;ffe17086;5f0e9421;376b6db2;da44ab7f;0
374;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;fb6ac3d1;1d3ca6bf;10;1;2;215;1300;0;DF9CD0CC;5E;92;207f7493;11:03:47;0:00:05;349706;287bff6b;a6849f27;e6450635;5765e084;42364dfc;85559907;142cf2a7;208bbe3e;b05775d4;f509fd9a;3d60e1e9;7aa8466a;4156ad9f;99ea7d5c;115db106;f17e7cea;901521dc;97e87be8;66cb52ef;da44ab74;0
375;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;4b940f0b;b0f049b4;10;1;2;215;1300;0;C4A18222;18;91;207f7498;11:03:52;0:00:05;349706;715bcc54;28f94546;806c296b;5f6ff02e;9218f972;4b8d8207;d70f9f9c;fa159b85;a22e1334;b6e1d33e;bbc0a327;48794571;ac77a60f;4977b8b9;bc28391b;bb9e34d1;2049d332;cfc9cbb3;962c382c;da44ab71;0
376;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+5bc988b;b889cb5+;10;1;2;215;1300;0;A3DCCD66;E2;25;207f749d;11:03:57;0:00:05;349706;ba3a9981;ab6deb66;1a924c98;677ac1d3;e1faa500;11c56b07;99f14c94;d39f78cb;9404b095;78b936a1;3a1f6465;164a4484;17979e7f;f905f415;66f3c12f;85beecb7;b07e8489;7aa5b7d;c58d1d69;da44ab8e;0
377;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5f350b34;43b053f5;10;1;2;215;1300;0;8FBAC066;4A;F0;207f74a2;11:04:02;0:00:05;349706;31a66f2;2de29181;b4b86fce;6f85d284;31dd5296;d7fd5407;5cd3f98d;ad2a5612;85da4df5;3a912cc5;b87f25a3;e41b4387;82b796ef;a8932f72;11be4943;4fdda49d;40b235df;3f8b2ac4;f4ee02a6;da44ab8b;0
378;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;fc746ebd;dbe647cf;10;1;2;215;1300;0;FC69BCCC;B6;46;207f74a7;11:04:07;0:00:05;349706;4bf933df;b05737a1;4edf937c;778fa22e;81bffe24;9e353d07;1fb5a682;86b43358;77b1eb56;fc680268;36dee6e1;b1ec4176;edd78f5f;58206ace;bc89d158;19fd5c84;d0e6e735;7664ba8f;244fe7e3;da44ab80;0
379;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;10d81731;13718d01;10;1;2;215;1300;0;AC4FDE00;89;AD;207f74ac;11:04:12;0:00:05;349706;94d90108;32cbddc0;e905b6b2;7f9ab3d3;d1a1abba;646d2607;e298537b;603e109f;698788b7;be40798c;b53ea81f;7fbd4065;58f787cf;7aea62b;6754596c;e41c146a;611a988b;ae450a56;53b0cd20;da44ab9d;0
380;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c47b242e;e242b74c;10;1;2;215;1300;0;AACBCAEE;F6;CF;207f74b1;11:04:17;0:00:05;349706;ddb8ce75;b54083e0;832cd9e7;87a5bc85;21835749;2aa50f07;a57a0070;39c9ede5;5b5d2617;80185f37;339e695c;4d8e4f78;c417803c;b73ce188;121fe180;ae3ccc51;f14e49e1;e6269a11;8310b25d;da44ab9a;0
381;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5e89e02a;a20e98e5;10;1;2;215;1300;0;18218466;1C;D7;207f74b6;11:04:22;0:00:05;349706;26989ba6;37b52a03;1d52fd15;8faf8c2e;7166fcdf;f0ddf807;685cad68;1353cb2c;4d34c378;41f0b55b;b1fd2a9a;1b5f4e72;2f3778ac;66ca1ce4;bcea6995;785b8437;8182fb37;1e0069db;b271979a;da44ab97;0
382;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+227c395;593c722+;10;1;2;215;1300;0;4B2DD100;F8;59;207f74bb;11:04:27;0:00:05;349706;6f776893;ba2ad023;b778204b;97ba9dd3;c148a86d;b715e107;2b3e5a61;ecdda873;3f0a60d9;3c8a8fe;305debd8;e9304d43;9a57711c;16575841;67b5f1a9;427b3c1d;11b7ac8d;56e1f9a2;e1d27cd6;da44abac;0
383;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f47a1c44;44c1a74f;10;1;2;215;1300;0;CF0BC400;87;C2;207f74c0;11:04:32;0:00:05;349706;b85735fc;3c9e7642;519f43f8;9fc46e85;112a55e3;7d4dca07;ee200756;c66785b9;30e0fe39;c5a08e62;aebcad16;b7014c78;577698c;c5e5939d;128079bd;c9af404;a1eb5de3;8ec2496d;11336213;da44aba9;0
384;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;28d7933c;c3397d82;10;1;2;215;1300;0;CCA9B966;28;68;207f74c5;11:04:37;0:00:05;349706;1360329;bf131c62;ebc5672e;a7cf7e2e;610d0171;4385b307;b103b44f;9ff26300;22b79b9a;8778e585;2d1c6e54;84d34b7d;709861fc;7573cefa;bd4b01d1;d6baabea;321f0f39;c6a3d934;40944750;da44aba6;0
385;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;1a273fa0;0af372a1;10;1;2;215;1300;0;B447AB44;86;C6;207f74ca;11:04:42;0:00:05;349706;4a16d01a;4188c28d;85ec8a5c;afda4fd3;b0efad07;9bd9c04;73e56147;797c4046;148d38fa;4953db29;ab7c2f92;52a44a7e;dbb85a6c;25000a57;681689e6;a0d963d1;c253c08f;fd7ca8ff;6ff52c8d;da44aba3;0
386;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;dc7aa039;930aa7cd;10;1;2;215;1300;0;D5A59F88;EF;16;207f74cf;11:04:47;0:00:05;349706;92f59d47;c3fc68ad;2012ad92;b7e45885;d15a9a;cff58504;36c70e3c;53061d8d;663d65b;b2b314c;29dbf0d0;2075497f;46d852dc;d48e45b3;12e011fa;6af91bb7;528771e5;355d38b9;9f5511ca;da44abb8;0
387;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cc7576a7;7a6757cc;10;1;2;215;1300;0;F305A0BB;1B;1A;207f74d4;11:04:52;0:00:05;349706;dbd56ab0;46710ecc;ba39d0c7;bfef282e;50b40628;962d6e04;f9a9bb35;2c91fad3;f83a73bc;cd0314f0;a83bb20e;ee46487c;b1f84b4c;841c8110;bdab9a0e;3518d39d;e2bc233b;6d3f8800;ceb6f707;da44abb5;0
388;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;63938a16;61a83936;10;1;2;215;1300;0;A4259D44;FE;C7;207f74d9;11:04:57;0:00:05;349706;24b5379d;c8e6b4ec;545ff475;c7fa39d3;a096b3be;5c655704;bc8c682a;61bd81a;ea10111c;8edb0a14;269a734c;bc173701;1d1843bd;33a9bc6c;68762223;ff388b84;72f0d491;a5181fcb;fe17dc44;da44abb2;0
389;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cb6bccbb;bbccb6bc;10;1;2;215;1300;0;ADC5A099;C4;49;207f74de;11:05:02;0:00:05;349706;6d9404ce;4b5a5b0f;ee8517ab;d0040a85;f0785f4c;229d4004;7f6e1523;dfa5b560;dbe6ae7d;50b361bf;a4fa348a;89e8367a;88383c2d;e337f7c9;1341aa37;c958436a;32485e7;ddf9ef92;2d78c181;da44abcf;0
390;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9945d704;407d5499;10;1;2;215;1300;0;A96DD5AA;03;A3;207f74e3;11:05:07;0:00:05;349706;b674d23b;cdcf012f;88ac3ad8;d80f1a2e;405a04c2;e8d52904;4250c21b;b92f92a7;cdbd4bde;128b4723;235af5c8;57b9357a;f358349d;92c53326;be0c324b;9377fb51;9358373d;15da7f5d;5cd9a6be;da44abc5;0
391;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;92e75722;22757e29;10;1;2;215;1300;0;F9F07FDD;70;35;207f74e9;11:05:13;0:00:06;349706;411961cb;d0c19554;e733233;7b4f3bfd;a037a174;9e5da59;9293f80e;be3ccf62;2324d585;fb261c65;baffaa78;1b810188;d7ff847;cbd5472e;57cd08ca;52d03e65;d307271;8b1b43e5;fc1a86a0;da44abc2;0
